Loan_ID,Gender,Marital_Status,Dependents,Graduate,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LI0397,Female,Married,1,Yes,No,4666,0,135,360,1,Urban,Y
LI0398,Female,Single,0,Yes,No,5000,2541,151,480,1,Rural,N
LI0399,Male,Married,1,Yes,No,2014,2925,113,360,1,Urban,N
LI0400,Male,Married,0,No,No,1800,2934,93,360,0,Urban,N
LI0401,Male,Married,,No,No,2875,1750,105,360,1,Semiurban,Y
LI0402,Female,Single,0,Yes,No,5000,0,132,360,1,Rural,Y
LI0403,Male,Married,1,Yes,No,1625,1803,96,360,1,Urban,Y
LI0404,Male,Single,0,Yes,No,4000,2500,140,360,1,Rural,Y
LI0405,Male,Single,0,No,No,2000,0,,360,1,Urban,N
LI0406,Female,Single,0,Yes,No,3762,1666,135,360,1,Rural,Y
LI0407,Female,Single,0,Yes,No,2400,1863,104,360,0,Urban,N
LI0408,Male,Single,0,Yes,No,20233,0,480,360,1,Rural,N
LI0409,Male,Married,2,No,No,7667,0,185,360,,Rural,Y
LI0410,Female,Single,0,Yes,No,2917,0,84,360,1,Semiurban,Y
LI0411,Male,Single,0,No,No,2927,2405,111,360,1,Semiurban,Y
LI0412,Female,Single,0,Yes,No,2507,0,56,360,1,Rural,Y
LI0413,Male,Married,2,Yes,Yes,5746,0,144,84,,Rural,Y
LI0414,,Married,0,Yes,No,2473,1843,159,360,1,Rural,N
LI0415,Male,Married,1,No,No,3399,1640,111,180,1,Urban,Y
LI0416,Male,Married,2,Yes,No,3717,0,120,360,1,Semiurban,Y
LI0417,Male,Married,0,Yes,No,2058,2134,88,360,,Urban,Y
LI0418,Female,Single,1,Yes,No,3541,0,112,360,,Semiurban,Y
LI0419,Male,Married,1,Yes,Yes,10000,0,155,360,1,Rural,N
LI0420,Male,Married,0,Yes,No,2400,2167,115,360,1,Semiurban,Y
LI0421,Male,Married,3+,Yes,No,4342,189,124,360,1,Semiurban,Y
LI0422,Male,Married,2,No,No,3601,1590,,360,1,Rural,Y
LI0423,Female,Single,0,Yes,No,3166,2985,132,360,,Rural,Y
LI0424,Male,Married,3+,Yes,No,15000,0,300,360,1,Rural,Y
LI0425,Male,Married,1,Yes,Yes,8666,4983,376,360,0,Rural,N
LI0426,Male,Single,0,Yes,No,4917,0,130,360,0,Rural,Y
LI0427,Male,Married,0,Yes,Yes,5818,2160,184,360,1,Semiurban,Y
LI0428,Female,Married,0,Yes,No,4333,2451,110,360,1,Urban,N
LI0429,Female,Single,0,Yes,No,2500,0,67,360,1,Urban,Y
LI0430,Male,Single,1,Yes,No,4384,1793,117,360,1,Urban,Y
LI0431,Male,Single,0,Yes,No,2935,0,98,360,1,Semiurban,Y
LI0432,Male,Single,,Yes,No,2833,0,71,360,1,Urban,Y
LI0433,Male,Married,0,Yes,,63337,0,490,180,1,Urban,Y
LI0434,,Married,1,Yes,Yes,9833,1833,182,180,1,Urban,Y
LI0435,Male,Married,,Yes,Yes,5503,4490,70,,1,Semiurban,Y
LI0436,Male,Married,1,Yes,,5250,688,160,360,1,Rural,Y
LI0437,Male,Married,2,Yes,Yes,2500,4600,176,360,1,Rural,Y
LI0438,Female,Single,3+,No,No,1830,0,,360,0,Urban,N
LI0439,Female,Single,0,Yes,No,4160,0,71,360,1,Semiurban,Y
LI0440,Male,Married,3+,No,No,2647,1587,173,360,1,Rural,N
LI0441,Female,Single,0,Yes,No,2378,0,46,360,1,Rural,N
LI0442,Male,Married,1,No,No,4554,1229,158,360,1,Urban,Y
LI0443,Male,Married,3+,No,No,3173,0,74,360,1,Semiurban,Y
LI0444,Male,Married,2,Yes,,2583,2330,125,360,1,Rural,Y
LI0445,Male,Married,0,Yes,No,2499,2458,160,360,1,Semiurban,Y
LI0446,Male,Married,,No,No,3523,3230,152,360,0,Rural,N
LI0447,Male,Married,2,No,No,3083,2168,126,360,1,Urban,Y
LI0448,Male,Married,0,Yes,No,6333,4583,259,360,,Semiurban,Y
LI0449,Male,Married,0,Yes,No,2625,6250,187,360,1,Rural,Y
LI0450,Male,Married,0,Yes,No,9083,0,228,360,1,Semiurban,Y
LI0451,Male,Single,0,Yes,No,8750,4167,308,360,1,Rural,N
LI0452,Male,Married,3+,Yes,No,2666,2083,95,360,1,Rural,Y
LI0453,Female,Married,0,Yes,Yes,5500,0,105,360,0,Rural,N
LI0454,Female,Married,0,Yes,No,2423,505,130,360,1,Semiurban,Y
LI0455,Female,Single,,Yes,No,3813,0,116,180,1,Urban,Y
LI0456,Male,Married,2,Yes,No,8333,3167,165,360,1,Rural,Y
LI0457,Male,Married,1,Yes,No,3875,0,67,360,1,Urban,N
LI0458,Male,Married,0,No,No,3000,1666,100,480,0,Urban,N
LI0459,Male,Married,3+,Yes,No,5167,3167,200,360,1,Semiurban,Y
LI0460,Female,Single,1,Yes,No,4723,0,81,360,1,Semiurban,N
LI0461,Male,Married,2,Yes,No,5000,3667,236,360,1,Semiurban,Y
LI0462,Male,Married,0,Yes,No,4750,2333,130,360,1,Urban,Y
LI0463,Male,Married,0,Yes,No,3013,3033,95,300,,Urban,Y
LI0464,Male,Single,0,Yes,Yes,6822,0,141,360,1,Rural,Y
LI0465,Male,Single,0,No,No,6216,0,133,360,1,Rural,N
LI0466,Male,Single,0,Yes,No,2500,0,96,480,1,Semiurban,N
LI0467,Male,Single,0,Yes,No,5124,0,124,,0,Rural,N
LI0468,Male,Married,1,Yes,No,6325,0,175,360,1,Semiurban,Y
LI0469,Male,Married,0,Yes,No,19730,5266,570,360,1,Rural,N
LI0470,Female,Single,0,Yes,Yes,15759,0,55,360,1,Semiurban,Y
LI0471,Male,Married,2,Yes,No,5185,0,155,360,1,Semiurban,Y
LI0472,Male,Married,2,Yes,Yes,9323,7873,380,300,1,Rural,Y
LI0473,Male,Single,1,Yes,No,3062,1987,111,180,0,Urban,N
LI0474,Female,Single,0,Yes,,2764,1459,110,360,1,Urban,Y
LI0475,Male,Married,0,Yes,No,4817,923,120,180,1,Urban,Y
LI0476,Male,Married,3+,Yes,No,8750,4996,130,360,1,Rural,Y
LI0477,Male,Married,0,Yes,No,4310,0,130,360,,Semiurban,Y
LI0478,Male,Single,0,Yes,No,3069,0,71,480,1,Urban,N
LI0479,Male,Married,2,Yes,No,5391,0,130,360,1,Urban,Y
LI0480,Male,Married,0,Yes,,3333,2500,128,360,1,Semiurban,Y
LI0481,Male,Single,0,Yes,No,5941,4232,296,360,1,Semiurban,Y
LI0482,Female,Single,0,Yes,No,6000,0,156,360,1,Urban,Y
LI0483,Male,Single,0,Yes,Yes,7167,0,128,360,1,Urban,Y
LI0484,Male,Married,2,Yes,No,4566,0,100,360,1,Urban,N
LI0485,Male,Single,1,Yes,,3667,0,113,180,1,Urban,Y
LI0486,Male,Single,0,No,No,2346,1600,132,360,1,Semiurban,Y
LI0487,Male,Married,0,No,No,3010,3136,,360,0,Urban,N
LI0488,Male,Married,0,Yes,No,2333,2417,136,360,1,Urban,Y
LI0489,Male,Married,0,Yes,No,5488,0,125,360,1,Rural,Y
LI0490,Male,Single,3+,Yes,No,9167,0,185,360,1,Rural,Y
LI0491,Male,Married,3+,Yes,No,9504,0,275,360,1,Rural,Y
LI0492,Male,Married,0,Yes,No,2583,2115,120,360,,Urban,Y
LI0493,Male,Married,2,No,No,1993,1625,113,180,1,Semiurban,Y
LI0494,Male,Married,2,Yes,No,3100,1400,113,360,1,Urban,Y
LI0495,Male,Married,2,Yes,No,3276,484,135,360,,Semiurban,Y
LI0496,Female,Single,0,Yes,No,3180,0,71,360,0,Urban,N
LI0497,Male,Married,0,Yes,No,3033,1459,95,360,1,Urban,Y
LI0498,Male,Single,0,No,No,3902,1666,109,360,1,Rural,Y
LI0499,Female,Single,0,Yes,No,1500,1800,103,360,0,Semiurban,N
LI0500,Male,Married,2,No,No,2889,0,45,180,0,Urban,N
LI0501,Male,Single,0,No,No,2755,0,65,300,1,Rural,N
LI0502,Male,Single,0,Yes,No,2500,20000,103,360,1,Semiurban,Y
LI0503,Female,Single,0,No,No,1963,0,53,360,1,Semiurban,Y
LI0504,Female,Single,0,Yes,Yes,7441,0,194,360,1,Rural,N
LI0505,Female,Single,0,Yes,No,4547,0,115,360,1,Semiurban,Y
LI0506,Male,Married,0,No,No,2167,2400,115,360,1,Urban,Y
LI0507,Female,Single,0,No,No,2213,0,66,360,1,Rural,Y
LI0508,Male,Married,1,Yes,No,8300,0,152,300,0,Semiurban,N
LI0509,Male,Married,3+,Yes,No,81000,0,360,360,0,Rural,N
LI0510,Female,Single,1,No,Yes,3867,0,62,360,1,Semiurban,N
LI0511,Male,Married,0,Yes,,6256,0,160,360,,Urban,Y
LI0512,Male,Married,0,No,No,6096,0,218,360,0,Rural,N
LI0513,Male,Married,0,No,No,2253,2033,110,360,1,Rural,Y
LI0514,Female,Married,0,No,No,2149,3237,178,360,0,Semiurban,N
LI0515,Female,Single,0,Yes,No,2995,0,60,360,1,Urban,Y
LI0516,Female,Single,1,Yes,No,2600,0,160,360,1,Urban,N
LI0517,Male,Married,2,Yes,Yes,1600,20000,239,360,1,Urban,N
LI0518,Male,Married,0,Yes,No,1025,2773,112,360,1,Rural,Y
LI0519,Male,Married,0,Yes,No,3246,1417,138,360,1,Semiurban,Y
LI0520,Male,Married,0,Yes,No,5829,0,138,360,1,Rural,Y
LI0521,Female,Single,0,No,No,2720,0,80,,0,Urban,N
LI0522,Male,Married,0,Yes,No,1820,1719,100,360,1,Urban,Y
LI0523,Male,Married,1,Yes,No,7250,1667,110,,0,Urban,N
LI0524,Male,Married,0,Yes,No,14880,0,96,360,1,Semiurban,Y
LI0525,Male,Married,0,Yes,No,2666,4300,121,360,1,Rural,Y
LI0526,Female,Single,1,No,No,4606,0,81,360,1,Rural,N
LI0527,Male,Married,2,Yes,No,5935,0,133,360,1,Semiurban,Y
LI0528,Male,Married,0,Yes,No,2920,16.12000084,87,360,1,Rural,Y
LI0529,Male,Single,0,No,No,2717,0,60,180,1,Urban,Y
LI0530,Female,Single,1,Yes,Yes,8624,0,150,360,1,Semiurban,Y
LI0531,Male,Single,0,Yes,No,6500,0,105,360,0,Rural,N
LI0532,Male,Single,0,Yes,,12876,0,405,360,1,Semiurban,Y
LI0533,Male,Married,0,Yes,No,2425,2340,143,360,1,Semiurban,Y
LI0534,Male,Single,0,Yes,No,3750,0,100,360,1,Urban,Y
LI0535,Female,,,Yes,No,10047,0,,240,1,Semiurban,Y
LI0536,Male,Single,0,Yes,No,1926,1851,50,360,1,Semiurban,Y
LI0537,Male,Married,0,Yes,No,2213,1125,,360,1,Urban,Y
LI0538,Male,Single,0,Yes,Yes,10416,0,187,360,0,Urban,N
LI0539,Female,Married,0,No,Yes,7142,0,138,360,1,Rural,Y
LI0540,Male,Single,0,Yes,No,3660,5064,187,360,1,Semiurban,Y
LI0541,Male,Married,0,Yes,No,7901,1833,180,360,1,Rural,Y
LI0542,Male,Single,3+,No,No,4707,1993,148,360,1,Semiurban,Y
LI0543,Male,Single,1,Yes,No,37719,0,152,360,1,Semiurban,Y
LI0544,Male,Married,0,Yes,No,7333,8333,175,300,,Rural,Y
LI0545,Male,Married,1,Yes,Yes,3466,1210,130,360,1,Rural,Y
LI0546,Male,Married,2,No,No,4652,0,110,360,1,Rural,Y
LI0547,Male,Married,0,Yes,,3539,1376,55,360,1,Rural,N
LI0548,Male,Married,2,Yes,No,3340,1710,150,360,0,Rural,N
LI0549,Male,Single,1,No,Yes,2769,1542,190,360,,Semiurban,N
LI0550,Male,Married,2,No,No,2309,1255,125,360,0,Rural,N
LI0551,Male,Married,2,No,No,1958,1456,60,300,,Urban,Y
LI0552,Male,Married,0,Yes,No,3948,1733,149,360,0,Rural,N
LI0553,Male,Married,0,Yes,No,2483,2466,90,180,0,Rural,Y
LI0554,Male,Single,0,Yes,Yes,7085,0,84,360,1,Semiurban,Y
LI0555,Male,Married,2,Yes,No,3859,0,96,360,1,Semiurban,Y
LI0556,Male,Married,0,Yes,No,4301,0,118,360,1,Urban,Y
LI0557,Male,Married,0,Yes,No,3708,2569,173,360,1,Urban,N
LI0558,Male,Single,2,Yes,No,4354,0,136,360,1,Rural,Y
LI0559,Male,Married,0,Yes,No,8334,0,160,360,1,Semiurban,N
LI0560,,Married,0,Yes,Yes,2083,4083,160,360,,Semiurban,Y
LI0561,Male,Married,3+,Yes,No,7740,0,128,180,1,Urban,Y
LI0562,Male,Married,0,Yes,No,3015,2188,153,360,1,Rural,Y
LI0563,Female,Single,1,No,,5191,0,132,360,1,Semiurban,Y
LI0564,Male,Single,0,Yes,No,4166,0,98,360,0,Semiurban,N
LI0565,Male,Single,0,Yes,No,6000,0,140,360,1,Rural,Y
LI0566,Male,Married,3+,No,No,2947,1664,70,180,0,Urban,N
LI0567,,Married,0,Yes,No,16692,0,110,360,1,Semiurban,Y
LI0568,Female,Married,2,No,,210,2917,98,360,1,Semiurban,Y
LI0569,Male,Married,0,Yes,No,4333,2451,110,360,1,Urban,N
LI0570,Male,Married,1,Yes,Yes,3450,2079,162,360,1,Semiurban,Y
LI0571,Male,Married,1,No,No,2653,1500,113,180,0,Rural,N
LI0572,Male,Married,3+,Yes,No,4691,0,100,360,1,Semiurban,Y
LI0573,Female,Single,0,Yes,Yes,2500,0,93,360,,Urban,Y
LI0574,Male,Single,2,Yes,No,5532,4648,162,360,1,Rural,Y
LI0575,Male,Married,2,Yes,Yes,16525,1014,150,360,1,Rural,Y
LI0576,Male,Married,2,Yes,No,6700,1750,230,300,1,Semiurban,Y
LI0577,,Married,2,Yes,No,2873,1872,132,360,0,Semiurban,N
LI0578,Male,Married,1,Yes,Yes,16667,2250,86,360,1,Semiurban,Y
LI0579,Male,Married,2,Yes,No,2947,1603,,360,1,Urban,N
LI0580,Female,Single,0,No,No,4350,0,154,360,1,Rural,Y
LI0581,Male,Married,3+,No,No,3095,0,113,360,1,Rural,Y
LI0582,Male,Married,0,Yes,No,2083,3150,128,360,1,Semiurban,Y
LI0583,Male,Married,0,Yes,No,10833,0,234,360,1,Semiurban,Y
LI0584,Male,Married,2,Yes,No,8333,0,246,360,1,Semiurban,Y
LI0585,Male,Married,1,No,No,1958,2436,131,360,1,Rural,Y
LI0586,Male,Single,2,Yes,No,3547,0,80,360,0,Rural,N
LI0587,Male,Married,1,Yes,No,18333,0,500,360,1,Urban,N
LI0588,Male,Married,2,Yes,Yes,4583,2083,160,360,1,Semiurban,Y
LI0589,Male,Single,0,Yes,No,2435,0,75,360,1,Urban,N
LI0590,Male,Single,0,No,No,2699,2785,96,360,,Semiurban,Y
LI0591,Male,Married,1,No,No,5333,1131,186,360,,Urban,Y
LI0592,Male,Single,0,No,No,3691,0,110,360,1,Rural,Y
LI0593,Female,Single,0,No,Yes,17263,0,225,360,1,Semiurban,Y
LI0594,Male,Married,0,Yes,No,3597,2157,119,360,0,Rural,N
LI0595,Female,Married,1,Yes,No,3326,913,105,84,1,Semiurban,Y
LI0596,Male,Married,0,No,No,2600,1700,107,360,1,Rural,Y
LI0597,Male,Married,0,Yes,No,4625,2857,111,12,,Urban,Y
LI0598,Male,Married,1,Yes,Yes,2895,0,95,360,1,Semiurban,Y
LI0599,Male,Single,0,Yes,No,6283,4416,209,360,0,Rural,N
LI0600,Female,Single,0,Yes,No,645,3683,113,480,1,Rural,Y
LI0601,Female,Single,0,Yes,No,3159,0,100,360,1,Semiurban,Y
LI0602,Male,Married,2,Yes,No,4865,5624,208,360,1,Semiurban,Y
LI0603,Male,Married,1,No,No,4050,5302,138,360,,Rural,N
LI0604,Male,Married,0,No,No,3814,1483,124,300,1,Semiurban,Y
LI0605,Male,Married,2,Yes,No,3510,4416,243,360,1,Rural,Y
LI0606,Male,Married,0,Yes,No,20833,6667,480,360,,Urban,Y
LI0607,,Single,0,Yes,No,3583,0,96,360,1,Urban,N
LI0608,Male,Married,0,Yes,Yes,2479,3013,188,360,1,Urban,Y
LI0609,Female,Single,1,Yes,No,13262,0,40,360,1,Urban,Y
LI0610,Male,Single,0,No,No,3598,1287,100,360,1,Rural,N
LI0611,Male,Married,1,Yes,No,6065,2004,250,360,1,Semiurban,Y
LI0612,Male,Married,2,Yes,No,3283,2035,148,360,1,Urban,Y
LI0613,Male,Married,0,Yes,No,2130,6666,70,180,1,Semiurban,N
LI0614,Male,Single,0,Yes,No,5815,3666,311,360,1,Rural,N
LI0615,Male,Married,3+,Yes,No,3466,3428,150,360,1,Rural,Y
LI0616,Female,Married,2,Yes,No,2031,1632,113,480,1,Semiurban,Y
LI0617,Male,Married,,No,No,3074,1800,123,360,0,Semiurban,N
LI0618,Male,Single,0,Yes,No,4683,1915,185,360,1,Semiurban,N
LI0619,Female,Single,0,No,No,3400,0,95,360,1,Rural,N
LI0620,Male,Married,2,No,No,2192,1742,45,360,1,Semiurban,Y
LI0621,Male,Single,0,Yes,No,2500,0,55,360,1,Semiurban,Y
LI0622,Male,Married,3+,Yes,Yes,5677,1424,100,360,1,Rural,Y
LI0623,Male,Married,2,Yes,Yes,7948,7166,480,360,1,Rural,Y
LI0624,Male,Single,0,Yes,No,4680,2087,,360,1,Semiurban,N
LI0625,Male,Married,2,Yes,Yes,17500,0,400,360,1,Rural,Y
LI0626,Male,Married,0,Yes,No,3775,0,110,360,1,Semiurban,Y
LI0627,Male,Married,1,No,No,5285,1430,161,360,0,Semiurban,Y
LI0628,Male,Single,1,No,No,2679,1302,94,360,1,Semiurban,Y
LI0629,Male,Single,0,No,No,6783,0,130,360,1,Semiurban,Y
LI0630,Male,Married,0,Yes,No,1025,5500,216,360,,Rural,Y
LI0631,Male,Married,3+,Yes,No,4281,0,100,360,1,Urban,Y
LI0632,Male,Single,2,Yes,No,3588,0,110,360,0,Rural,N
LI0633,Male,Single,1,Yes,No,11250,0,196,360,,Semiurban,N
LI0634,Female,Single,0,No,Yes,18165,0,125,360,1,Urban,Y
LI0635,Male,Single,0,No,,2550,2042,126,360,1,Rural,Y
LI0636,Male,Married,0,Yes,No,6133,3906,324,360,1,Urban,Y
LI0637,Male,Single,2,Yes,No,3617,0,107,360,1,Semiurban,Y
LI0638,Male,Married,0,No,No,2917,536,66,360,1,Rural,N
LI0639,Male,Married,3+,Yes,No,6417,0,157,180,1,Rural,Y
LI0640,Female,Married,1,Yes,No,4608,2845,140,180,1,Semiurban,Y
LI0641,Female,Single,0,Yes,No,2138,0,99,360,0,Semiurban,N
LI0642,Female,Single,1,Yes,,3652,0,95,360,1,Semiurban,Y
LI0643,Male,Married,1,No,No,2239,2524,128,360,1,Urban,Y
LI0644,Female,Married,0,No,No,3017,663,102,360,,Semiurban,Y
LI0645,Male,Married,0,Yes,No,2768,1950,155,360,1,Rural,Y
LI0646,Male,Single,0,No,No,3358,0,80,36,1,Semiurban,N
LI0647,Male,Single,0,Yes,No,2526,1783,145,360,1,Rural,Y
LI0648,Female,Single,0,Yes,No,5000,0,103,360,0,Semiurban,N
LI0649,Male,Married,0,Yes,No,2785,2016,110,360,1,Rural,Y
LI0650,Male,Married,2,Yes,Yes,6633,0,,360,0,Rural,N
LI0651,Male,Married,1,No,No,2492,2375,,360,1,Rural,Y
LI0652,Male,Married,1,Yes,No,3333,3250,158,360,1,Urban,Y
LI0653,Male,Married,0,No,No,2454,2333,181,360,0,Urban,N
LI0654,Male,Married,0,Yes,No,3593,4266,132,180,0,Rural,N
LI0655,Male,Married,1,Yes,No,5468,1032,26,360,1,Semiurban,Y
LI0656,Female,Single,0,Yes,No,2667,1625,84,360,,Urban,Y
LI0657,Male,Married,3+,Yes,Yes,10139,0,260,360,1,Semiurban,Y
LI0658,Male,Married,0,Yes,No,3887,2669,162,360,1,Semiurban,Y
LI0659,Female,Married,0,Yes,No,4180,2306,182,360,1,Semiurban,Y
LI0660,Male,Married,2,No,No,3675,242,108,360,1,Semiurban,Y
LI0661,Female,Married,1,Yes,Yes,19484,0,600,360,1,Semiurban,Y
LI0662,Male,Married,0,Yes,No,5923,2054,211,360,1,Rural,Y
LI0663,Male,Single,0,No,Yes,5800,0,132,360,1,Semiurban,Y
LI0664,Male,Married,2,Yes,No,8799,0,258,360,0,Urban,N
LI0665,Male,Married,0,No,No,4467,0,120,360,,Rural,Y
LI0666,Male,Single,0,Yes,No,3333,0,70,360,1,Urban,Y
LI0667,Male,Married,3+,Yes,No,3400,2500,123,360,0,Rural,N
LI0668,Female,Single,0,Yes,No,2378,0,9,360,1,Urban,N
LI0669,Male,Married,0,Yes,No,3166,2064,104,360,0,Urban,N
LI0670,Male,Married,1,Yes,No,3417,1750,186,360,1,Urban,Y
LI0671,Male,Married,,Yes,No,5116,1451,165,360,0,Urban,N
LI0672,Male,Married,2,Yes,No,16666,0,275,360,1,Urban,Y
LI0673,Male,Married,2,No,No,6125,1625,187,480,1,Semiurban,N
LI0674,Male,Married,3+,Yes,No,6406,0,150,360,1,Semiurban,N
LI0675,Male,Married,2,Yes,No,3159,461,108,84,1,Urban,Y
LI0676,,Married,0,Yes,No,3087,2210,136,360,0,Semiurban,N
LI0677,Male,Single,0,Yes,No,3229,2739,110,360,1,Urban,Y
LI0678,Male,Married,1,Yes,No,1782,2232,107,360,1,Rural,Y
LI0679,Male,Single,0,Yes,,3182,2917,161,360,1,Urban,Y
LI0680,Male,Married,2,Yes,No,6540,0,205,360,1,Semiurban,Y
LI0681,Male,Single,0,Yes,No,1836,33837,90,360,1,Urban,N
LI0682,Female,Married,0,Yes,No,3166,0,36,360,1,Semiurban,Y
LI0683,Male,Married,1,Yes,No,1880,0,61,360,,Rural,N
LI0684,Male,Married,1,Yes,No,2787,1917,146,360,0,Rural,N
LI0685,Male,Married,1,Yes,No,4283,3000,172,84,1,Rural,N
LI0686,Male,Married,0,Yes,No,2297,1522,104,360,1,Urban,Y
LI0687,Female,Single,0,No,No,2165,0,70,360,1,Semiurban,Y
LI0688,,Single,0,Yes,No,4750,0,94,360,1,Semiurban,Y
LI0689,Male,Married,2,Yes,Yes,2726,0,106,360,0,Semiurban,N
LI0690,Male,Married,0,Yes,No,3000,3416,56,180,1,Semiurban,Y
LI0691,Male,Married,2,Yes,Yes,6000,0,205,240,1,Semiurban,N
LI0692,,Single,3+,Yes,Yes,9357,0,292,360,1,Semiurban,Y
LI0693,Male,Married,0,Yes,No,3859,3300,142,180,1,Rural,Y
LI0694,Male,Married,0,Yes,Yes,16120,0,260,360,1,Urban,Y
LI0695,Male,Single,0,No,No,3833,0,110,360,1,Rural,Y
LI0696,Male,Married,2,No,Yes,6383,1000,187,360,1,Rural,N
LI0697,Male,Single,,Yes,No,2987,0,88,360,0,Semiurban,N
LI0698,Male,Married,0,Yes,Yes,9963,0,180,360,1,Rural,Y
